Client_Id,Sessions,Avg. Session Duration,Bounce Rate,Revenue,Transactions,Goal Conversion Rate
1319251603.1594108136,1,00:00:00,100.00%,$0.00,0,0.00%
1319659662.1594290337,1,00:00:00,100.00%,$0.00,0,0.00%
1319841344.1594127187,1,00:00:00,100.00%,$0.00,0,0.00%
1320662255.1593759805,1,00:00:00,100.00%,$0.00,0,0.00%
1320934888.1594613689,1,00:04:27,0.00%,$0.00,0,0.00%
1321492005.1593782233,1,00:00:00,100.00%,$0.00,0,0.00%
1322228692.1594899590,1,00:00:00,100.00%,$0.00,0,0.00%
1323445370.1594740291,1,00:00:00,100.00%,$0.00,0,0.00%
1323501260.1594002216,1,00:00:00,0.00%,$0.00,0,0.00%
1323800278.1594503736,1,00:00:05,0.00%,$0.00,0,0.00%
1324487954.1594796739,1,00:00:00,100.00%,$0.00,0,0.00%
1324747729.1594603673,1,00:00:00,100.00%,$0.00,0,0.00%
1325321706.1594709413,1,00:00:00,100.00%,$0.00,0,0.00%
1325935869.1594010326,1,00:00:00,0.00%,$0.00,0,0.00%
1326016602.1595251868,1,00:00:00,100.00%,$0.00,0,0.00%
1327077405.1594364714,1,00:00:00,100.00%,$0.00,0,0.00%
1327680435.1594872895,1,00:00:00,100.00%,$0.00,0,0.00%
1329163686.1594202106,1,00:00:00,100.00%,$0.00,0,0.00%
132955678.1593628270,1,00:00:00,100.00%,$0.00,0,0.00%
133099007.1594360948,1,00:11:54,0.00%,$0.00,0,0.00%
1331619965.1594864217,1,00:00:35,0.00%,$0.00,0,0.00%
1332051143.1595154301,1,00:01:50,0.00%,$0.00,0,0.00%
1333334505.1595237783,1,00:00:00,100.00%,$0.00,0,0.00%
1333483388.1593999474,1,00:01:25,0.00%,$0.00,0,0.00%
1333653638.1594039559,1,00:00:00,100.00%,$0.00,0,0.00%
1334359240.1594646429,1,00:00:00,0.00%,$0.00,0,0.00%
1335798820.1594788789,1,00:00:00,100.00%,$0.00,0,0.00%
1336542107.1594221786,1,00:07:03,0.00%,$0.00,0,0.00%
1336696228.1593706518,1,00:00:00,100.00%,$0.00,0,0.00%
1336830356.1594184020,1,00:00:30,0.00%,$0.00,0,0.00%
1337796567.1594513050,1,00:06:33,0.00%,$0.00,0,0.00%
1337877897.1594470769,1,00:00:00,100.00%,$0.00,0,0.00%
133800487.1594813701,1,00:03:25,0.00%,$0.00,0,0.00%
1338187435.1594188991,1,00:01:21,0.00%,$0.00,0,0.00%
1338335282.1593865799,1,00:04:56,0.00%,$0.00,0,0.00%
1339058637.1593599204,1,00:00:00,100.00%,$0.00,0,0.00%
1339657324.1594078808,1,00:03:49,0.00%,$0.00,0,0.00%
1339984820.1594276407,1,00:01:50,0.00%,$0.00,0,0.00%
1340149064.1593684179,1,00:00:00,100.00%,$0.00,0,0.00%
134118215.1594011389,1,00:00:05,0.00%,$0.00,0,0.00%
1341503910.1594964881,1,00:00:00,100.00%,$0.00,0,0.00%
1341799745.1593997897,1,00:00:13,0.00%,$0.00,0,0.00%
134194371.1594266873,1,00:00:00,100.00%,$0.00,0,0.00%
1342419141.1593671327,1,00:00:00,100.00%,$0.00,0,0.00%
1343166876.1594459011,1,00:00:00,100.00%,$0.00,0,0.00%
1343380273.1594350035,1,00:09:19,0.00%,$0.00,0,0.00%
1343777093.1595057866,1,00:03:24,0.00%,$0.00,0,0.00%
1343946491.1594029455,1,00:15:11,0.00%,$0.00,0,0.00%
1343986197.1593660033,1,00:00:00,100.00%,$0.00,0,0.00%
1344126792.1594072309,1,00:00:00,0.00%,$0.00,0,0.00%
1344644636.1595215011,1,00:00:00,100.00%,$0.00,0,0.00%
1344879404.1552750506,1,00:09:39,0.00%,$0.00,0,0.00%
1344990193.1595217956,1,00:00:00,100.00%,$0.00,0,0.00%
1345146697.1594951409,1,00:00:00,100.00%,$0.00,0,0.00%
1345826641.1594653636,1,00:00:00,100.00%,$0.00,0,0.00%
1346326708.1594098854,1,00:00:00,100.00%,$0.00,0,0.00%
1346615190.1594284029,1,00:00:00,100.00%,$0.00,0,0.00%
134673820.1594012537,1,00:00:00,0.00%,$0.00,0,0.00%
1346769590.1595201939,1,00:00:00,100.00%,$0.00,0,0.00%
1347298203.1593846063,1,00:00:55,0.00%,$0.00,0,0.00%
1347481926.1593922475,1,00:00:16,0.00%,$0.00,0,0.00%
1347967949.1595209508,1,00:00:00,100.00%,$0.00,0,0.00%
1348999315.1594028032,1,00:00:00,100.00%,$0.00,0,0.00%
13491771.1594007000,1,00:00:00,0.00%,$0.00,0,0.00%
1350961704.1595260974,1,00:00:00,100.00%,$0.00,0,0.00%
1351419599.1594049857,1,00:47:51,0.00%,$0.00,0,0.00%
1351939142.1594212663,1,00:00:00,100.00%,$0.00,0,0.00%
1352281967.1593886459,1,00:01:03,0.00%,$0.00,0,0.00%
1352706588.1593661999,1,00:01:40,0.00%,$0.00,0,0.00%
1352957765.1593997085,1,00:00:00,0.00%,$0.00,0,0.00%
1353761516.1595167128,1,00:01:25,0.00%,$0.00,0,0.00%
1354101760.1594049776,1,00:00:00,100.00%,$0.00,0,0.00%
135449603.1594303092,1,00:00:00,100.00%,$0.00,0,0.00%
1355466529.1594011938,1,00:00:00,0.00%,$0.00,0,0.00%
1355503914.1594035250,1,00:01:20,0.00%,$0.00,0,0.00%
1355612193.1593852103,1,00:00:00,100.00%,$0.00,0,0.00%
1356253914.1594018299,1,00:00:21,0.00%,$0.00,0,0.00%
1356715945.1594944828,1,00:00:00,100.00%,$0.00,0,0.00%
1357688775.1593959657,1,00:00:00,100.00%,$0.00,0,0.00%
1358782685.1593998292,1,00:07:55,0.00%,$0.00,0,0.00%
1359631159.1594461698,1,00:19:45,0.00%,$0.00,0,0.00%
1360014843.1594040715,1,00:12:57,0.00%,$0.00,0,0.00%
1360167967.1593837256,1,00:00:00,100.00%,$0.00,0,0.00%
1360664498.1594079837,1,00:00:00,100.00%,$0.00,0,0.00%
1360682068.1594257713,1,00:03:16,0.00%,$0.00,0,0.00%
1360757811.1595043728,1,00:00:00,100.00%,$0.00,0,0.00%
1361097045.1593999679,1,00:01:45,0.00%,$0.00,0,0.00%
1361207372.1587698200,1,00:02:35,0.00%,$0.00,0,0.00%
136145207.1594896248,1,00:00:00,100.00%,$0.00,0,0.00%
1361535101.1594254986,1,00:00:08,0.00%,$0.00,0,0.00%
1361577413.1594375724,1,00:00:00,100.00%,$0.00,0,0.00%
1362702051.1594013027,1,00:00:00,0.00%,$0.00,0,0.00%
1363465257.1594200685,1,00:00:43,0.00%,$0.00,0,0.00%
1364893340.1593746333,1,00:00:18,0.00%,$0.00,0,0.00%
1364894573.1594039483,1,00:00:00,100.00%,$0.00,0,0.00%
1365027627.1594368471,1,00:00:00,100.00%,$0.00,0,0.00%
1365048758.1594609200,1,00:00:00,100.00%,$0.00,0,0.00%
1366125437.1594529050,1,00:00:00,100.00%,$0.00,0,0.00%
1366612886.1594323403,1,00:04:06,0.00%,$0.00,0,0.00%
1366660057.1595094496,1,00:00:42,0.00%,$0.00,0,0.00%
1367455100.1594019330,1,00:00:13,0.00%,$0.00,0,0.00%
1367629029.1594454361,1,00:01:11,0.00%,$0.00,0,0.00%
1369391710.1594129672,1,00:00:00,100.00%,$0.00,0,0.00%
1369504638.1593998527,1,00:00:00,100.00%,$0.00,0,0.00%
1369958762.1595170437,1,00:03:29,0.00%,$0.00,0,0.00%
1370137963.1594615880,1,00:00:00,100.00%,$0.00,0,0.00%
1370374385.1594040723,1,00:00:00,100.00%,$0.00,0,0.00%
1370568651.1594743788,1,00:00:00,100.00%,$0.00,0,0.00%
1371714956.1594015143,1,00:06:54,0.00%,$0.00,0,0.00%
1372138215.1594010134,1,00:06:09,0.00%,$0.00,0,0.00%
1372371405.1594129246,1,00:00:51,0.00%,$0.00,0,0.00%
137249823.1595003651,1,00:00:00,100.00%,$0.00,0,0.00%
1372636445.1594158990,1,00:00:00,100.00%,$0.00,0,0.00%
1373160441.1594041048,1,00:00:00,0.00%,$0.00,0,0.00%
1373274174.1594704789,1,00:00:00,100.00%,$0.00,0,0.00%
1373355588.1593883171,1,00:00:00,100.00%,$0.00,0,0.00%
1373631901.1594821192,1,00:00:00,0.00%,$0.00,0,0.00%
1373822752.1593687925,1,00:00:00,100.00%,$0.00,0,0.00%
1374344119.1593962009,1,00:00:00,100.00%,$0.00,0,0.00%
1374453401.1594000429,1,00:00:00,0.00%,$0.00,0,0.00%
1374848488.1550982902,1,00:14:38,0.00%,$0.00,0,0.00%
1375236147.1594378013,1,00:00:00,100.00%,$0.00,0,0.00%
137530268.1592561429,1,00:00:00,100.00%,$0.00,0,0.00%
1375534701.1582703922,1,00:05:47,0.00%,$0.00,0,0.00%
1378439487.1594895362,1,00:00:00,100.00%,$0.00,0,0.00%
1378533580.1587113194,1,00:00:00,100.00%,$0.00,0,0.00%
1380963119.1594269445,1,00:00:00,100.00%,$0.00,0,0.00%
1381487992.1593593167,1,00:00:00,100.00%,$0.00,0,0.00%
1381534133.1593706349,1,00:00:00,100.00%,$0.00,0,0.00%
1381615948.1595125748,1,00:00:00,100.00%,$0.00,0,0.00%
1381651928.1594456820,1,00:01:00,0.00%,$0.00,0,0.00%
138219496.1595229667,1,00:00:00,100.00%,$0.00,0,0.00%
1383055410.1594011884,1,00:00:15,0.00%,$0.00,0,0.00%
1383393941.1593957291,1,00:44:44,0.00%,$0.00,0,0.00%
1383746088.1594043909,1,00:00:00,0.00%,$0.00,0,0.00%
1383952498.1594022472,1,00:03:33,0.00%,$0.00,0,0.00%
1383965901.1593671679,1,00:01:56,0.00%,$0.00,0,0.00%
1384483814.1593941532,1,00:00:00,100.00%,$0.00,0,0.00%
1384669454.1594184454,1,00:00:00,100.00%,$0.00,0,0.00%
1384970077.1594973041,1,00:00:00,100.00%,$0.00,0,0.00%
1385416445.1594525923,1,00:00:00,100.00%,$0.00,0,0.00%
1385859362.1594028395,1,00:00:17,0.00%,$0.00,0,0.00%
1386144798.1595003331,1,00:00:00,100.00%,$0.00,0,0.00%
1387430666.1594238790,1,00:00:21,0.00%,$0.00,0,0.00%
1387455196.1594299191,1,00:00:00,100.00%,$0.00,0,0.00%
1387494063.1594010261,1,00:00:06,0.00%,$0.00,0,0.00%
1387545532.1594311589,1,00:00:00,100.00%,$0.00,0,0.00%
1387752940.1594207498,1,00:00:00,100.00%,$0.00,0,0.00%
1387878068.1594481604,1,00:19:09,0.00%,$0.00,0,0.00%
1388001917.1594000137,1,00:00:54,0.00%,$0.00,0,0.00%
1388103004.1593999036,1,00:01:23,0.00%,$0.00,0,0.00%
138833923.1594815639,1,00:00:00,100.00%,$0.00,0,0.00%
1388800530.1555477975,1,00:00:00,100.00%,$0.00,0,0.00%
1389790702.1594622792,1,00:04:53,0.00%,$0.00,0,0.00%
1390297320.1594044408,1,00:00:00,100.00%,$0.00,0,0.00%
1390299858.1594388080,1,00:00:00,100.00%,$0.00,0,0.00%
1390329100.1594799971,1,00:00:00,100.00%,$0.00,0,0.00%
1390556869.1594010474,1,00:00:00,0.00%,$0.00,0,0.00%
1391909587.1594183084,1,00:00:00,100.00%,$0.00,0,0.00%
1391924954.1594019471,1,00:34:36,0.00%,$0.00,0,0.00%
1392086927.1594031867,1,00:00:12,0.00%,$0.00,0,0.00%
1393081814.1594056572,1,00:00:00,100.00%,$0.00,0,0.00%
1393598041.1594034709,1,00:00:06,0.00%,$0.00,0,0.00%
1393762589.1593997104,1,00:01:47,0.00%,$0.00,0,0.00%
1394427661.1594390563,1,00:06:32,0.00%,$0.00,0,0.00%
1394566744.1594292975,1,00:00:12,0.00%,$0.00,0,0.00%
1396029527.1594039322,1,00:13:30,0.00%,$0.00,0,0.00%
1396294199.1594027713,1,00:00:27,0.00%,$0.00,0,0.00%
1396733276.1594238629,1,00:00:00,100.00%,$0.00,0,0.00%
1398940359.1594111095,1,00:00:00,100.00%,$0.00,0,0.00%
1399120867.1593566975,1,00:00:00,100.00%,$0.00,0,0.00%
1399582962.1594883976,1,00:00:00,100.00%,$0.00,0,0.00%
1400343578.1591833213,1,00:00:00,100.00%,$0.00,0,0.00%
1400403334.1593874091,1,00:00:00,100.00%,$0.00,0,0.00%
1400462650.1594016489,1,00:00:07,0.00%,$0.00,0,0.00%
1401280975.1554339257,1,00:03:25,0.00%,$0.00,0,0.00%
1401473958.1594021154,1,00:01:00,0.00%,$0.00,0,0.00%
1402348127.1594015616,1,00:00:00,0.00%,$0.00,0,0.00%
1402377598.1594088072,1,00:00:00,0.00%,$0.00,0,0.00%
1402621106.1593662265,1,00:00:39,0.00%,$0.00,0,0.00%
1403151612.1594650531,1,00:00:00,100.00%,$0.00,0,0.00%
140329690.1594741418,1,00:00:00,100.00%,$0.00,0,0.00%
140362184.1594299068,1,00:00:00,100.00%,$0.00,0,0.00%
1403854977.1594302726,1,00:00:15,0.00%,$0.00,0,0.00%
1406594078.1594709715,1,00:00:00,100.00%,$0.00,0,0.00%
1407364127.1593791271,1,00:00:00,100.00%,$0.00,0,0.00%
140762743.1593687947,1,00:00:00,100.00%,$0.00,0,0.00%
1409021285.1552807708,1,00:00:00,100.00%,$0.00,0,0.00%
140987624.1594268605,1,00:00:00,100.00%,$0.00,0,0.00%
1410150475.1595150360,1,00:00:00,100.00%,$0.00,0,0.00%
1410385380.1594556832,1,00:00:00,100.00%,$0.00,0,0.00%
1410817900.1594026713,1,00:00:00,100.00%,$0.00,0,0.00%
1410921439.1593946502,1,00:00:00,100.00%,$0.00,0,0.00%
141105640.1594036078,1,00:00:26,0.00%,$0.00,0,0.00%
1411186009.1593997522,1,00:09:27,0.00%,$0.00,0,0.00%
1411242852.1593867205,1,00:00:00,100.00%,$0.00,0,0.00%
1411252900.1594048260,1,00:00:00,0.00%,$0.00,0,0.00%
1411373027.1594211599,1,00:00:00,100.00%,$0.00,0,0.00%
1412182839.1594819637,1,00:00:00,100.00%,$0.00,0,0.00%
1412347051.1595182231,1,00:00:00,100.00%,$0.00,0,0.00%
1412419783.1594022437,1,00:07:09,0.00%,$0.00,0,0.00%
1412465560.1582639945,1,00:00:00,100.00%,$0.00,0,0.00%
1412579157.1551357597,1,00:00:00,100.00%,$0.00,0,0.00%
1412686696.1594723064,1,00:00:00,100.00%,$0.00,0,0.00%
1412956165.1594037306,1,00:00:00,0.00%,$0.00,0,0.00%
1413196383.1594030419,1,00:01:12,0.00%,$0.00,0,0.00%
1413607727.1594087681,1,00:00:30,0.00%,$0.00,0,0.00%
141417364.1594032340,1,00:01:40,0.00%,$0.00,0,0.00%
141428231.1593969807,1,00:00:50,0.00%,$0.00,0,0.00%
1414303909.1593999483,1,00:21:51,0.00%,$0.00,0,0.00%
1414604708.1594979351,1,00:00:00,100.00%,$0.00,0,0.00%
1415017506.1594022518,1,00:02:23,0.00%,$0.00,0,0.00%
1415634570.1594529000,1,00:01:38,0.00%,$0.00,0,0.00%
1416184646.1593959993,1,00:00:20,0.00%,$0.00,0,0.00%
1417160203.1594012796,1,00:04:09,0.00%,$0.00,0,0.00%
1417424746.1594891914,1,00:00:00,100.00%,$0.00,0,0.00%
1417872966.1593976940,1,00:00:00,100.00%,$0.00,0,0.00%
1418525991.1594388318,1,00:00:00,100.00%,$0.00,0,0.00%
1418695211.1593998418,1,00:02:37,0.00%,$0.00,0,0.00%
1418768938.1579164018,1,00:00:00,100.00%,$0.00,0,0.00%
1418893245.1594122753,1,00:00:00,100.00%,$0.00,0,0.00%
1419876800.1594170052,1,00:00:12,0.00%,$0.00,0,0.00%
1420221973.1594042568,1,00:00:53,0.00%,$0.00,0,0.00%
1420971692.1593589074,1,00:00:00,100.00%,$0.00,0,0.00%
1421331710.1594011598,1,00:03:31,0.00%,$0.00,0,0.00%
1421625125.1594017461,1,00:00:00,0.00%,$0.00,0,0.00%
1422344510.1593759474,1,00:00:00,100.00%,$0.00,0,0.00%
1422924956.1593603048,1,00:00:00,100.00%,$0.00,0,0.00%
1422938595.1594358678,1,00:00:00,100.00%,$0.00,0,0.00%
1423058477.1595176469,1,00:02:06,0.00%,$0.00,0,0.00%
1423712848.1595246286,1,00:00:00,100.00%,$0.00,0,0.00%
1423954961.1594560292,1,00:00:24,0.00%,$0.00,0,0.00%
142413914.1593769159,1,00:00:40,0.00%,$0.00,0,0.00%
142433219.1593676711,1,00:00:00,100.00%,$0.00,0,0.00%
142530751.1594983260,1,00:00:48,0.00%,$0.00,0,0.00%
1425317782.1594436799,1,00:00:00,100.00%,$0.00,0,0.00%
1425550078.1594830160,1,00:00:00,100.00%,$0.00,0,0.00%
1425770851.1594713718,1,00:00:00,100.00%,$0.00,0,0.00%
1425816695.1593762687,1,00:00:00,100.00%,$0.00,0,0.00%
1427135905.1594048760,1,00:01:27,0.00%,$0.00,0,0.00%
1427550282.1594463299,1,00:00:00,100.00%,$0.00,0,0.00%
142766166.1594273031,1,00:01:54,0.00%,$0.00,0,0.00%
1428476977.1593575088,1,00:00:00,100.00%,$0.00,0,0.00%
1428634464.1574999086,1,00:00:00,100.00%,$0.00,0,0.00%
1429021228.1594129721,1,00:00:10,0.00%,$0.00,0,0.00%
1430445941.1594704866,1,00:00:00,100.00%,$0.00,0,0.00%
1430662764.1594026517,1,00:02:04,0.00%,$0.00,0,0.00%
1430671986.1594087068,1,00:07:49,0.00%,$0.00,0,0.00%
1431112849.1593998000,1,00:06:37,0.00%,$0.00,0,0.00%
1431626502.1594801768,1,00:00:00,100.00%,$0.00,0,0.00%
143173745.1595216874,1,00:00:00,100.00%,$0.00,0,0.00%
1431964058.1594250326,1,00:00:00,100.00%,$0.00,0,0.00%
1432271794.1594042733,1,00:00:00,0.00%,$0.00,0,0.00%
1432472385.1594705840,1,00:00:00,100.00%,$0.00,0,0.00%
1432500822.1593939389,1,00:00:00,100.00%,$0.00,0,0.00%
1432673874.1593835884,1,00:00:43,0.00%,$0.00,0,0.00%
143313159.1593854852,1,00:00:00,100.00%,$0.00,0,0.00%
143366904.1594006460,1,00:00:07,0.00%,$0.00,0,0.00%
1433770175.1594949485,1,00:00:12,0.00%,$0.00,0,0.00%
1433910230.1594504805,1,00:00:30,0.00%,$0.00,0,0.00%
1434389547.1594897463,1,00:00:00,100.00%,$0.00,0,0.00%
1434485041.1594232133,1,00:36:37,0.00%,$0.00,0,0.00%
1434600041.1594011478,1,00:00:07,0.00%,$0.00,0,0.00%
1434614341.1595135255,1,00:00:00,100.00%,$0.00,0,0.00%
1434624822.1593760781,1,00:00:00,100.00%,$0.00,0,0.00%
1435279038.1595041686,1,00:00:00,100.00%,$0.00,0,0.00%
1436993545.1595145365,1,00:00:00,100.00%,$0.00,0,0.00%
1438951398.1594970275,1,00:00:00,100.00%,$0.00,0,0.00%
1439129774.1594013726,1,00:02:57,0.00%,$0.00,0,0.00%
1439944936.1594816638,1,00:00:00,100.00%,$0.00,0,0.00%
144010260.1593612817,1,00:00:00,100.00%,$0.00,0,0.00%
1441251676.1595252373,1,00:00:00,100.00%,$0.00,0,0.00%
1441732546.1595046410,1,00:00:00,100.00%,$0.00,0,0.00%
1441829028.1578491557,1,00:00:00,100.00%,$0.00,0,0.00%
1442895070.1593848697,1,00:00:00,100.00%,$0.00,0,0.00%
1443364544.1593591812,1,00:00:00,100.00%,$0.00,0,0.00%
1443918514.1594011903,1,00:06:13,0.00%,$0.00,0,0.00%
1444109822.1593758056,1,00:00:00,100.00%,$0.00,0,0.00%
1444344592.1594612833,1,00:00:00,100.00%,$0.00,0,0.00%
144483857.1594657945,1,00:07:18,0.00%,$0.00,0,0.00%
1445198229.1593628682,1,00:00:00,100.00%,$0.00,0,0.00%
1446283243.1594908809,1,00:00:00,100.00%,$0.00,0,0.00%
1447716563.1594742693,1,00:00:00,100.00%,$0.00,0,0.00%
1448492251.1594173467,1,00:00:00,100.00%,$0.00,0,0.00%
1448885116.1594027046,1,00:00:00,0.00%,$0.00,0,0.00%
1450193698.1594596207,1,00:00:00,100.00%,$0.00,0,0.00%
1450241378.1591856326,1,00:17:10,0.00%,$0.00,0,0.00%
1450932041.1579830537,1,00:02:54,0.00%,$0.00,0,0.00%
1452412125.1594025037,1,00:03:39,0.00%,$0.00,0,0.00%
1452676517.1583610700,1,00:00:00,100.00%,$0.00,0,0.00%
1453410829.1590048592,1,00:02:08,0.00%,$0.00,0,0.00%
1453495306.1593737594,1,00:01:34,0.00%,$0.00,0,0.00%
1454012333.1593953322,1,00:00:00,100.00%,$0.00,0,0.00%
1454027700.1593610938,1,00:00:00,100.00%,$0.00,0,0.00%
1454611758.1593604585,1,00:00:00,100.00%,$0.00,0,0.00%
1455889381.1594969817,1,00:00:13,0.00%,$0.00,0,0.00%
1457016997.1593997158,1,00:04:52,0.00%,$0.00,0,0.00%
1457453979.1582672568,1,00:07:11,0.00%,$0.00,0,0.00%
145806071.1594481858,1,00:00:00,100.00%,$0.00,0,0.00%
1458250469.1594017151,1,00:07:50,0.00%,$0.00,0,0.00%
1459046803.1594794289,1,00:00:00,100.00%,$0.00,0,0.00%
145917462.1594068125,1,00:05:44,0.00%,$0.00,0,0.00%
1459441522.1587222090,1,00:00:00,100.00%,$0.00,0,0.00%
1460139502.1593785736,1,00:00:00,100.00%,$0.00,0,0.00%
1461075293.1593880154,1,00:00:12,0.00%,$0.00,0,0.00%
1461803468.1595232012,1,00:00:00,100.00%,$0.00,0,0.00%
1462319376.1594029254,1,00:00:00,0.00%,$0.00,0,0.00%
1463465203.1592920699,1,00:06:58,0.00%,$0.00,0,0.00%
1463508610.1594465529,1,00:00:24,0.00%,$0.00,0,0.00%
1463765870.1594778019,1,00:00:00,100.00%,$0.00,0,0.00%
1465476959.1594716596,1,00:00:00,100.00%,$0.00,0,0.00%
1465634268.1593861770,1,00:00:19,0.00%,$0.00,0,0.00%
1465924923.1593784691,1,00:00:00,100.00%,$0.00,0,0.00%
1466315992.1594014601,1,00:00:00,0.00%,$0.00,0,0.00%
1466975969.1594883159,1,00:00:00,100.00%,$0.00,0,0.00%
1467212220.1594215521,1,00:00:00,100.00%,$0.00,0,0.00%
1467232866.1593584776,1,00:00:00,100.00%,$0.00,0,0.00%
1467391619.1594111461,1,00:00:00,100.00%,$0.00,0,0.00%
1467624953.1594033307,1,00:00:00,0.00%,$0.00,0,0.00%
1467777.1594874502,1,00:00:00,100.00%,$0.00,0,0.00%
1468143293.1594134665,1,00:00:00,100.00%,$0.00,0,0.00%
1468857649.1594791098,1,00:00:00,100.00%,$0.00,0,0.00%
1468892983.1594051813,1,00:00:14,0.00%,$0.00,0,0.00%
1469304422.1594004138,1,00:00:15,0.00%,$0.00,0,0.00%
1469500087.1594020227,1,00:03:59,0.00%,$0.00,0,0.00%
1470020981.1595131645,1,00:00:00,100.00%,$0.00,0,0.00%
1470115107.1594053056,1,00:00:46,0.00%,$0.00,0,0.00%
1470154297.1593832577,1,00:00:00,100.00%,$0.00,0,0.00%
1470471419.1593974145,1,00:00:00,100.00%,$0.00,0,0.00%
1470681946.1594037634,1,00:00:00,0.00%,$0.00,0,0.00%
1471181517.1594047023,1,00:00:00,0.00%,$0.00,0,0.00%
1471376491.1594888443,1,00:00:00,100.00%,$0.00,0,0.00%
1473149633.1594040222,1,00:01:53,0.00%,$0.00,0,0.00%
1473257185.1593666038,1,00:00:00,100.00%,$0.00,0,0.00%
14732667.1594910077,1,00:00:00,100.00%,$0.00,0,0.00%
1473958719.1594091180,1,00:00:00,100.00%,$0.00,0,0.00%
1474182198.1594552907,1,00:12:09,0.00%,$0.00,0,0.00%
147554422.1594009467,1,00:00:13,0.00%,$0.00,0,0.00%
1475679258.1594124964,1,00:00:00,100.00%,$0.00,0,0.00%
147629438.1594393707,1,00:00:00,100.00%,$0.00,0,0.00%
1476622629.1594914220,1,00:00:00,100.00%,$0.00,0,0.00%
1477422799.1594057654,1,00:00:08,0.00%,$0.00,0,0.00%
1477540644.1594026508,1,00:05:11,0.00%,$0.00,0,0.00%
1477753146.1595064209,1,00:00:00,100.00%,$0.00,0,0.00%
1477813903.1595259667,1,00:00:00,100.00%,$0.00,0,0.00%
1479109153.1593963215,1,00:16:29,0.00%,$0.00,0,0.00%
1479549723.1593662678,1,00:00:00,100.00%,$0.00,0,0.00%
1479929080.1594302704,1,00:00:00,100.00%,$0.00,0,0.00%
1480070919.1594045228,1,00:02:28,0.00%,$0.00,0,0.00%
1480475782.1594652185,1,00:00:00,100.00%,$0.00,0,0.00%
1480594992.1594106379,1,00:00:16,0.00%,$0.00,0,0.00%
148064238.1594020980,1,00:06:35,0.00%,$0.00,0,0.00%
1480743226.1593782116,1,00:05:19,0.00%,$0.00,0,0.00%
1481033978.1594091904,1,00:26:43,0.00%,$0.00,0,0.00%
1481733764.1594007980,1,00:00:22,0.00%,$0.00,0,0.00%
1482260817.1594004090,1,00:01:11,0.00%,$0.00,0,0.00%
1482890459.1593796524,1,00:00:00,100.00%,$0.00,0,0.00%
148314757.1594312880,1,00:00:00,100.00%,$0.00,0,0.00%
1483950056.1594065477,1,00:15:44,0.00%,$0.00,0,0.00%
1484983504.1595204745,1,00:00:00,100.00%,$0.00,0,0.00%
1485018991.1594799447,1,00:28:20,0.00%,$0.00,0,0.00%
1485185562.1594968709,1,00:00:00,100.00%,$0.00,0,0.00%
1485570401.1595149570,1,00:00:00,100.00%,$0.00,0,0.00%
1486431453.1594309690,1,00:00:00,0.00%,$0.00,0,0.00%
1487229564.1594018243,1,00:04:08,0.00%,$0.00,0,0.00%
1487261106.1594007745,1,00:31:31,0.00%,$0.00,0,0.00%
1487391118.1594732074,1,00:00:36,0.00%,$0.00,0,0.00%
1488124813.1594389223,1,00:00:00,100.00%,$0.00,0,0.00%
1488149272.1594347341,1,00:00:00,100.00%,$0.00,0,0.00%
1489691161.1594481598,1,00:00:00,100.00%,$0.00,0,0.00%
1490604058.1593760208,1,00:00:00,100.00%,$0.00,0,0.00%
1490652737.1594375514,1,00:00:00,100.00%,$0.00,0,0.00%
1490924503.1594092894,1,00:00:00,0.00%,$0.00,0,0.00%
149167476.1593934171,1,00:00:00,100.00%,$0.00,0,0.00%
1491722021.1595002864,1,00:00:00,100.00%,$0.00,0,0.00%
1492206781.1594957718,1,00:02:04,0.00%,$0.00,0,0.00%
1492275276.1594086771,1,00:00:00,0.00%,$0.00,0,0.00%
1492400615.1594909230,1,00:00:00,100.00%,$0.00,0,0.00%
1492602572.1593827371,1,00:00:00,100.00%,$0.00,0,0.00%
14926098.1550328438,1,00:08:41,0.00%,$0.00,0,0.00%
1492815498.1593999340,1,00:01:31,0.00%,$0.00,0,0.00%
1493153467.1593960398,1,00:00:00,100.00%,$0.00,0,0.00%
1493162873.1593614832,1,00:00:23,0.00%,$0.00,0,0.00%
1494177809.1589721103,1,00:00:00,100.00%,$0.00,0,0.00%
149427022.1594023841,1,00:00:00,0.00%,$0.00,0,0.00%
1495021590.1594466025,1,00:11:28,0.00%,$0.00,0,0.00%
1495745265.1595209584,1,00:00:00,100.00%,$0.00,0,0.00%
1497780726.1594063877,1,00:00:34,0.00%,$0.00,0,0.00%
1498251236.1594180916,1,00:00:00,100.00%,$0.00,0,0.00%
1498311756.1594029976,1,00:00:00,100.00%,$0.00,0,0.00%
149900316.1594457185,1,00:00:00,100.00%,$0.00,0,0.00%
1499914676.1594091450,1,00:00:00,100.00%,$0.00,0,0.00%
1500773067.1594947000,1,00:00:00,100.00%,$0.00,0,0.00%
150182671.1594040230,1,00:00:55,0.00%,$0.00,0,0.00%
1502823358.1594027516,1,00:00:10,0.00%,$0.00,0,0.00%
1503059144.1594906200,1,00:00:00,100.00%,$0.00,0,0.00%
1503188199.1594029024,1,00:00:00,0.00%,$0.00,0,0.00%
1503672724.1594010828,1,00:09:37,0.00%,$0.00,0,0.00%
1503837729.1593680210,1,00:00:00,100.00%,$0.00,0,0.00%
